level,year,version,code,name,canton,originCount,totalWeight,avgTotalMin,avgRollingMin,avgDwellMin,avgTransferMin,avgWaitingMin,rollingPct,dwellPct,transferPct,cellsWithDemand,pathsWithDemand
station,2026,v0,Andermatt,Andermatt,UR,1,1596.595632,29.811405,27.258407,1.71307,0.839927,23.695397,91.436172,5.746359,2.81747,1429,3236
municipality,2026,v0,1202,Andermatt,UR,3,2124.374097,28.636231,26.255131,1.554797,0.826302,25.063994,91.68501,5.429477,2.885513,3113,6952
station,2026,v0,Annemasse,Annemasse,ARA,1,4644.311341,22.54477,18.83479,3.032936,0.677044,6.284395,83.543944,13.452949,3.003108,1491,5354
station,2026,v0,Appenzell,Appenzell,AI,1,441.809055,34.167491,28.184773,2.936836,3.045882,14.862289,82.490028,8.595411,8.914561,1415,4814
canton,2026,v0,AI,AI,AI,10,1367.825281,31.792333,26.240223,2.703986,2.848124,14.950687,82.536325,8.505151,8.958524,12293,42118
municipality,2026,v0,3101,Appenzell,AI,2,575.008992,29.88576,24.777319,2.447415,2.661026,14.843926,82.906771,8.189236,8.903993,2371,8176
station,2026,v0,Apples,Apples,VD,1,110.407474,21.953716,16.855592,2.338197,2.759928,19.052463,76.777853,10.650573,12.571574,1120,3777
municipality,2026,v0,5656,Hautemorges,VD,8,488.958099,24.904713,18.790639,2.403199,3.710874,17.44368,75.450135,9.649576,14.900289,6979,20298
station,2026,v0,Arbon,Arbon,TG,1,1061.638364,30.06679,24.100159,2.466543,3.500088,14.860475,80.155411,8.203547,11.641042,1479,4676
municipality,2026,v0,4401,Arbon,TG,2,1359.914665,29.505412,23.632175,2.45535,3.417888,14.856348,80.094373,8.321692,11.583935,2886,9190
station,2026,v0,Arbon Seemoosriet,Arbon Seemoosriet,TG,1,298.276302,27.50733,21.966503,2.415508,3.125319,14.841661,79.856907,8.781326,11.361767,1407,4514
station,2026,v0,Ardez,Ardez,GR,1,218.289901,18.759693,16.746092,1.747739,0.265862,23.92985,89.266343,9.316459,1.417198,1096,2201
municipality,2026,v0,3762,Scuol,GR,4,1392.797614,34.876224,30.201106,3.983504,0.691614,25.736161,86.595114,11.421832,1.983054,4061,8152
station,2026,v0,Ardon,Ardon,VS,1,353.732804,20.53732,18.070278,1.817058,0.649983,15.25338,87.987519,8.847592,3.164889,1460,3581
canton,2026,v0,VS,VS,VS,94,69858.000717,28.380057,25.288102,2.214632,0.877323,14.091883,89.105185,7.803478,3.091337,115137,294813
municipality,2026,v0,6021,Ardon,VS,1,353.732804,20.53732,18.070278,1.817058,0.649983,15.25338,87.987519,8.847592,3.164889,1460,3581
station,2026,v0,Arnegg,Arnegg,SG,1,307.825317,28.696924,24.207453,1.755131,2.734339,14.764578,84.35557,6.116096,9.528334,1434,4991
municipality,2026,v0,3443,Gossau (SG),SG,2,3591.572858,26.325687,22.613977,1.920182,1.791528,10.707795,85.900805,7.293949,6.805247,3000,10655
station,2026,v0,Arnex,Arnex,VD,1,298.027837,27.963765,24.522713,2.038574,1.402478,15.054265,87.694603,7.290057,5.01534,1419,4804
municipality,2026,v0,5743,Arnex-sur-Orbe,VD,1,298.027837,27.963765,24.522713,2.038574,1.402478,15.054265,87.694603,7.290057,5.01534,1419,4804
station,2026,v0,Arosa,Arosa,GR,1,802.901975,52.07675,45.824888,5.111363,1.1405,29.697537,87.994907,9.815057,2.190036,1277,2553
municipality,2026,v0,3921,Arosa,GR,6,1149.504206,43.920256,38.751068,4.232683,0.936505,29.64772,88.230515,9.6372,2.132285,5801,11601
station,2026,v0,Arth-Goldau,Arth-Goldau,SZ,1,8604.64973,36.203534,32.382209,1.640793,2.180532,13.51884,89.444884,4.532136,6.02298,1572,5741
municipality,2026,v0,1362,Arth,SZ,8,9005.532308,36.142329,32.188355,1.613683,2.340291,14.217846,89.05999,4.464801,6.475209,7740,18041
station,2026,v0,Arveyes,Arveyes,VD,1,44.674616,26.586159,22.100731,2.191357,2.294071,29.382786,83.128711,8.242473,8.628816,875,1750
municipality,2026,v0,5409,Ollon,VD,14,1147.325501,22.668516,18.360135,1.534255,2.774125,18.462985,80.993989,6.768221,12.23779,13212,33096
station,2026,v0,Arzier,Arzier,VD,1,127.456425,26.467468,21.0416,2.696662,2.729206,15.273098,79.499861,10.188591,10.311548,982,3285
municipality,2026,v0,5702,Arzier-Le Muids,VD,4,511.898611,27.517749,22.022908,2.718215,2.776626,15.310385,80.031647,9.878044,10.090308,3901,13036
station,2026,v0,Attiswil,Attiswil,BE,1,224.4644,31.575667,24.655397,2.553954,4.366316,17.298699,78.083534,8.088362,13.828104,1487,4162
municipality,2026,v0,971,Attiswil,BE,1,224.4644,31.575667,24.655397,2.553954,4.366316,17.298699,78.083534,8.088362,13.828104,1487,4162
station,2026,v0,Au SG,Au SG,SG,1,227.152862,23.360192,19.894955,1.968597,1.496641,15.111297,85.166058,8.427142,6.406801,1352,4997
municipality,2026,v0,3231,Au (SG),SG,2,2489.132269,31.850928,28.249884,2.034158,1.566886,12.103678,88.694069,6.386496,4.919435,2841,10369
